Index,O2,cellularity,theta_sc,degdiff,fraction 1,fraction 2,fraction 3,fraction 4,fraction 5,fraction 6,fraction 7,fraction 8,fraction 9,fraction 10,fraction 11,fraction 12,fraction 13,fraction 14,fraction 15,fraction 16,fraction 17,fraction 18,fraction 19,fraction 20,fraction 21,fraction 22,fraction 23
201,0.165298249,0.868380345,0.511399426,0.372151434,0.253376676,0.450180487,0.091880725,0.107826917,0.556280194,0.176219676,0.309793203,0.267520836,0.856042581,0.612774082,0.486432857,0.231130155,0.090088156,0.246503525,0.210362837,0.814714842,0.709373713,0.880398295,0.949297402,0.69779638,0.763897739,0.426539112,0.776119455
202,0.108565813,0.813321358,0.776894938,0.363604295,0.520179819,0.930507284,0.625837278,0.273365249,0.743841069,0.175056245,0.418160797,0.63096657,0.347617689,0.45414686,0.184038363,0.029793265,0.664738754,0.453429521,0.264412962,0.415279659,0.71590155,0.555303024,0.013103128,0.740362977,0.182166504,0.103001541,0.905790635
203,0.211879662,0.379583859,0.67099986,0.696410285,0.2295461,0.471610175,0.484844299,0.345436516,0.520994155,0.141743821,0.704399138,0.250479126,0.878026982,0.705322368,0.450724441,0.921403618,0.487260204,0.015548668,0.714896658,0.829364002,0.811446713,0.974914244,0.123875717,0.412628128,0.793923501,0.781778514,0.051436301
204,0.146879472,0.90421826,0.812363422,0.270534202,0.551982614,0.328477589,0.949697091,0.033014097,0.218656577,0.72526737,0.450480742,0.450059215,0.325479866,0.27083929,0.646782678,0.905669437,0.304994515,0.233171642,0.243549233,0.032222142,0.945799746,0.514263863,0.729761817,0.812496827,0.248114794,0.570646509,0.660345729
205,0.170669836,0.505561816,0.536081418,0.096993674,0.168427044,0.615034427,0.532571104,0.247175363,0.253520077,0.274982922,0.926389356,0.853248688,0.631028692,0.966214417,0.521851191,0.293747748,0.231565857,0.316177951,0.350849011,0.294811204,0.646482959,0.584999022,0.400902888,0.038247993,0.974824923,0.690837981,0.525170967
206,0.255454927,0.244153597,0.65597862,0.717176107,0.067725975,0.722253283,0.692970946,0.137947818,0.508880638,0.937359231,0.810092608,0.625000506,0.644959549,0.425635527,0.49268436,0.64765184,0.09386434,0.717996719,0.561735357,0.037229195,0.474892079,0.837782403,0.410935391,0.080495538,0.953431355,0.663275579,0.373627465
207,0.423532686,0.595009689,0.557636993,0.409337587,0.059529863,0.012950028,0.22951914,0.399361813,0.279550748,0.289507153,0.791233001,0.266736117,0.442633902,0.976593469,0.404901334,0.359891331,0.850359495,0.594993408,0.653776315,0.997586778,0.256161282,0.3560452,0.802808282,0.86896935,0.385876307,0.884291199,0.477759888
208,0.363533748,0.455771373,0.462194286,0.642719322,0.800480793,0.234182255,0.048298849,0.146096572,0.523791407,0.010627768,0.690040145,0.949947071,0.306771209,0.57853973,0.783188402,0.947921937,0.18308995,0.872538183,0.382798435,0.408609023,0.995588898,0.298545699,0.519480272,0.344360493,0.212766909,0.511356635,0.358992556
209,0.076190892,0.424890475,0.205190711,0.575562233,0.851190166,0.35545292,0.270005429,0.957302583,0.876583907,0.763514876,0.699274573,0.766721984,0.271532741,0.217456705,0.25830793,0.016483262,0.166459402,0.452130209,0.396988943,0.340008057,0.441476458,0.572199443,0.103122223,0.719320745,0.623455103,0.39172955,0.199379628
210,0.080340617,0.591997252,0.369254069,0.172326701,0.141324304,0.650230986,0.112768763,0.814592879,0.002118721,0.202969192,0.411842235,0.580266014,0.555537144,0.227066411,0.018441849,0.691674998,0.546739439,0.320082612,0.511296795,0.501710583,0.472698698,0.460410432,0.2528703,0.383404676,0.172118366,0.67686742,0.751382657
211,0.374388611,0.688785441,0.555009049,0.078091579,0.87685667,0.759757187,0.293399691,0.442137191,0.631387734,0.107125108,0.193954674,0.781589842,0.115369339,0.695548672,0.669428993,0.539441162,0.298610063,0.870706069,0.028575379,0.624151792,0.26895481,0.898621699,0.592438485,0.935984114,0.858488201,0.725290434,0.591076223
212,0.152739238,0.825612362,0.761910061,0.759951827,0.601483179,0.221295132,0.353325683,0.516692745,0.605201604,0.023578775,0.796308385,0.637343859,0.130183154,0.493024925,0.212489886,0.869873745,0.922060273,0.483941849,0.772357756,0.338506828,0.442440831,0.095996162,0.384617679,0.312081119,0.195069397,0.312346248,0.375441444
213,0.372004497,0.888437878,0.107407129,0.232549281,0.04544356,0.707174736,0.249433373,0.367402336,0.503328552,0.490275428,0.382496265,0.059216108,0.572577601,0.190926302,0.470551608,0.629021624,0.146737605,0.12087654,0.20378173,0.375277214,0.421603316,0.743440448,0.96219635,0.015014896,0.753340633,0.422712456,0.231554627
214,0.326376206,0.462994555,0.124316836,0.526971489,0.63994416,0.227181993,0.296381536,0.754400522,0.823354378,0.320824353,0.520011477,0.156437411,0.440593156,0.283959267,0.233839992,0.847907335,0.641306285,0.156835812,0.901112032,0.014614215,0.812444315,0.242227796,0.035132683,0.78030975,0.617995117,0.3203457,0.546732916
215,0.429205138,0.66671389,0.744278045,0.106770474,0.99161226,0.220252466,0.702353524,0.348399944,0.6554972,0.824501208,0.53836456,0.668301492,0.291396189,0.885854081,0.023440141,0.612653028,0.288763123,0.568802654,0.303189931,0.673305216,0.50086864,0.512455061,0.23460576,0.501670593,0.414647149,0.346827651,0.422246679
216,0.051617727,0.893003214,0.699712718,0.310847459,0.282698759,0.671751123,0.367570136,0.484060643,0.551448285,0.484036754,0.582233522,0.53800697,0.789392248,0.39517662,0.417655217,0.470616781,0.480751363,0.788374548,0.241746103,0.061423362,0.195348504,0.845782193,0.96419817,0.063119252,0.128393301,0.686741106,0.489974208
217,0.037618748,0.85691038,0.606171443,0.60926845,0.44741995,0.356106463,0.765222429,0.82869391,0.421896873,0.225046766,0.422047977,0.423766519,0.892027391,0.562320995,0.091654418,0.113526911,0.765818332,0.446750225,0.257121587,0.389529523,0.291952984,0.601859104,0.758466601,0.284370366,0.289333386,0.381085822,0.308631228
218,0.053059328,0.840333141,0.545377949,0.332329103,0.225617534,0.156061391,0.546401557,0.30948297,0.804176237,0.021486622,0.019812127,0.931258171,0.876218294,0.66304571,0.730838547,0.282981498,0.490016392,0.852866493,0.974303022,0.987613389,0.115761944,0.928163097,0.172003654,0.220653976,0.843352683,0.657695134,0.259857527
219,0.261902793,0.221509088,0.697314595,0.656881006,0.005234939,0.933339133,0.810297128,0.7493608,0.461100919,0.179398982,0.69475961,0.538500763,0.680893301,0.544898225,0.572405441,0.464090149,0.500718753,0.381580041,0.212402532,0.872264385,0.990245781,0.495583986,0.403401445,0.608722139,0.169022124,0.85879173,0.823837774
220,0.256187348,0.712639706,0.12304267,0.147168141,0.5503135,0.864239016,0.778300883,0.04641159,0.954524215,0.288059911,0.18866222,0.237502187,0.933125579,0.247482375,0.887533014,0.788233261,0.802235788,0.476593458,0.993092878,0.049584531,0.041997941,0.620751219,0.571539797,0.615813705,0.963075981,0.101822459,0.599402726
221,0.370479841,0.172002836,0.147367264,0.665489136,0.829803221,0.500376203,0.426949876,0.779731691,0.940874732,0.855816827,0.672616597,0.930607544,0.315041634,0.128206466,0.567476832,0.6494377,0.143831434,0.130332259,0.693666512,0.839599475,0.696497628,0.80308022,0.910542072,0.242908293,0.87206547,0.913027687,0.657245318
222,0.174023602,0.40446536,0.127534239,0.601325749,0.36824457,0.98311984,0.793677772,0.125523833,0.358254868,0.820950922,0.030665172,0.882871544,0.580106575,0.738761502,0.221075462,0.987104785,0.025986362,0.076914906,0.076359549,0.766992007,0.576836454,0.549767861,0.002637128,0.962077554,0.829432046,0.033585214,0.897097233
223,0.279838288,0.502219229,0.131992262,0.327592313,0.340243363,0.528506683,0.602759516,0.229714104,0.389995272,0.88911636,0.21068684,0.936351825,0.939252666,0.56884624,0.037849602,0.569201564,0.054111128,0.207929197,0.315424221,0.188397662,0.425801955,0.693103213,0.54038841,0.924988802,0.061815229,0.996860165,0.793100602
