Index,O2,cellularity,theta_sc,degdiff,fraction 1,fraction 2,fraction 3,fraction 4,fraction 5,fraction 6,fraction 7,fraction 8,fraction 9,fraction 10,fraction 11,fraction 12,fraction 13,fraction 14,fraction 15,fraction 16,fraction 17,fraction 18,fraction 19,fraction 20,fraction 21,fraction 22,fraction 23
151,0.178489773,0.933914132,0.260967234,0.441940334,0.298060494,0.607813861,0.188464992,0.245372092,0.121680707,0.216151991,0.857893415,0.911051884,0.122259232,0.546736241,0.552155783,0.265241315,0.646268796,0.329632932,0.721300318,0.364266529,0.769301606,0.882316115,0.464342623,0.282916177,0.866853496,0.22938241,0.676657062
152,0.401540018,0.916580492,0.083637385,0.555194438,0.182539419,0.692236676,0.24460687,0.558507349,0.167098611,0.422351784,0.487406223,0.415400993,0.907330933,0.245536271,0.680872651,0.766047023,0.579313298,0.700693514,0.591468715,0.948535529,0.538519575,0.302792818,0.651792693,0.716000729,0.952464361,0.296666016,0.906895478
153,0.313073086,0.538428286,0.309093001,0.24960057,0.500205362,0.164229021,0.703034603,0.133146214,0.155141991,0.614849295,0.587606197,0.311784866,0.543374415,0.525184731,0.112560947,0.377527702,0.638040228,0.24006738,0.537199385,0.781329149,0.271515146,0.266542488,0.869969988,0.554670195,0.591910418,0.203054666,0.131759378
154,0.094351197,0.241992172,0.237463102,0.266583705,0.295865948,0.447994356,0.475099108,0.822660222,0.74945557,0.773543283,0.146102165,0.273598201,0.029936184,0.156596927,0.120199825,0.620779876,0.938274226,0.652044337,0.946652018,0.756866282,0.953068797,0.722848825,0.860599345,0.746101899,0.547529189,0.870809615,0.790451082
155,0.128310567,0.463431464,0.119289328,0.394273724,0.532407209,0.435035138,0.745774417,0.962614111,0.612303898,0.267705078,0.330032302,0.521078657,0.853859508,0.259584482,0.704397176,0.052255729,0.725829185,0.327629783,0.487396785,0.96869395,0.708507203,0.867912192,0.33079036,0.466666407,0.272286733,0.600731266,0.087274705
156,0.362222542,0.414920573,0.712558823,0.146208342,0.457008342,0.704891796,0.2155107,0.893340206,0.265952549,0.584058598,0.44031539,0.52845055,0.604923499,0.956687908,0.269590866,0.564504498,0.172786577,0.685712682,0.713202136,0.460551216,0.458256009,0.381466894,0.246624318,0.379285272,0.956953499,0.110426625,0.699608363
157,0.053437081,0.667309096,0.724488995,0.272065347,0.20179302,0.926340936,0.915306154,0.111051742,0.37344089,0.877957104,0.831644349,0.762996752,0.586402565,0.590475837,0.638391649,0.767709538,0.209481606,0.293171804,0.376427379,0.793598134,0.755093454,0.327887013,0.489844896,0.423988734,0.669250156,0.726044427,0.596276005
158,0.392919382,0.385010876,0.66560215,0.096589666,0.97741226,0.498094701,0.756918534,0.050554463,0.033871082,0.006011669,0.537098033,0.587064469,0.845608586,0.908073154,0.348726499,0.473025663,0.301356445,0.503404766,0.260622421,0.088219923,0.746935332,0.024529958,0.014494318,0.469636963,0.725159035,0.541880126,0.368774895
159,0.294314933,0.828696084,0.549231636,0.718870802,0.857789212,0.157233066,0.383081982,0.124164145,0.948801374,0.432420231,0.403540043,0.215136104,0.734436873,0.098070723,0.968804572,0.811369408,0.644630321,0.381962033,0.699311693,0.136154744,0.063040242,0.507831768,0.904404026,0.075718095,0.654667176,0.561404355,0.503480295
160,0.090436319,0.748409529,0.126591348,0.32984662,0.289097563,0.263824317,0.070639016,0.575416833,0.99378435,0.147356596,0.457739866,0.663554801,0.587749233,0.7949166,0.72702967,0.640913223,0.510826957,0.58837405,0.183412396,0.42888327,0.952147127,0.972723778,0.321705801,0.603665589,0.257139054,0.328208494,0.522228711
161,0.033613339,0.887513413,0.748026582,0.732802705,0.429810663,0.41280038,0.74998844,0.279971488,0.093606916,0.056496269,0.681207257,0.037848708,0.688684903,0.905873375,0.201276436,0.315423909,0.548447217,0.266705601,0.045097723,0.128256157,0.715127367,0.654650374,0.594772786,0.641275669,0.658090856,0.831504973,0.06804609
