Index,scpro_jux,nbdiff_jux,nbdiff_amount,nbapop_jux,P_cycle_sc,P_cycle_nb
101,0.666195894954784,0.759344545103818,0.105075730205945,0.73233869584279,0.01361694698163,0.970718508919641
102,0.415681706141273,0.32627443531723,0.65775750439491,0.89768620304308,0.463233504996233,0.510705043088221
103,0.435006334367093,0.900733391781804,0.282461856818142,0.106003002386203,0.563279631519413,0.098797602994753
104,0.957870001911263,0.230372634590261,0.146724850415112,0.201733131075402,0.317071286711979,0.304698829607041
105,0.686518429318996,0.491419660855908,0.835147671252024,0.453054663305522,0.197501314052733,0.31476075896159
106,0.875036562829916,0.756067930598366,0.370841688448399,0.283932027981852,0.769797334419667,0.453898514300625
107,0.052837964775086,0.911634674139013,0.724323112230684,0.705488095020404,0.018814901000904,0.728838188387831
108,0.704879043167379,0.493341326611666,0.341220485096273,0.003214146310612,0.932380148859374,0.26916688040431
109,0.659804394332914,0.518915950130043,0.655951281404931,0.724645320174284,0.358282118186542,0.139537655630043
110,0.957765306778762,0.893109862254168,0.335674585044075,0.274296821488511,0.703893974276052,0.112617770514093
111,0.28340880685428,0.71190457208838,0.956690624254567,0.303709459294593,0.664856136717474,0.909571529278752
112,0.270589033780947,0.515399304191923,0.418650707487078,0.665853439725665,0.763297223862514,0.18873410147392
113,0.759287755668136,0.46734311908326,0.123249545922984,0.426369984757297,0.68304777343237,0.867328061109269
114,0.507091846402141,0.243825682408858,0.186845230936564,0.973649682773571,0.59608443348643,0.527578238509072
115,0.406339210003983,0.325681516804559,0.742737595005107,0.277925700390585,0.456220324013973,0.757268810761775
116,0.272401199397572,0.767444093259809,0.844843712359151,0.773194326592257,0.554215348932123,0.964733275686855
117,0.836132122986942,0.629753859830306,0.40052838521026,0.870060952048308,0.268456168423468,0.25385422781304
118,0.671146407348246,0.882598873413168,0.184678497457918,0.573700145199298,0.936210716843905,0.472780080625503
119,0.039492332846093,0.851086631379313,0.524370926106647,0.423139077993202,0.524620374237724,0.275612542789966
120,0.890235150404462,0.440104317475544,0.55424177836858,0.097724490528808,0.587978294743208,0.242059463716136
121,0.79071172995494,0.382358620332231,0.855607478712918,0.638865757016123,0.530299702237702,0.902032412767425
122,0.971358422339592,0.571332769072999,0.688466545439903,0.774588628285192,0.466099376359044,0.419971620762187
123,0.709868425021091,0.612909931976275,0.446050490030114,0.22973088024736,0.977906518237015,0.505868880956366
124,0.857099684456376,0.235865555966379,0.272710583575883,0.398045724992233,0.73291362852217,0.793137532759266
125,0.231160910739124,0.156694206792477,0.348901380633453,0.875044349901766,0.307345678984286,0.986449827020026
126,0.96603502242668,0.563897541996673,0.143375126566829,0.867655781137179,0.436528078800988,0.735135786380197
127,0.504409238258328,0.31727500324893,0.443648844839437,0.656682525934551,0.331205753751076,0.294835382384295
128,0.392537725254662,0.769577483958338,0.914911686675472,0.12290456007197,0.779201254085081,0.487245378399675
129,0.920303047407925,0.450980870777596,0.481312679654689,0.099141247521133,0.418889717176424,0.938002820289867
130,0.143331833755964,0.999422067702829,0.865849759934531,0.356159303824619,0.052227625867098,0.712873626976885
131,0.566054587891624,0.855189966591442,0.781916724477946,0.738872720167106,0.296534191130907,0.461111343390203
