Index,O2,cellularity,theta_sc,degdiff,fraction 1,fraction 2,fraction 3,fraction 4,fraction 5,fraction 6,fraction 7,fraction 8,fraction 9,fraction 10,fraction 11,fraction 12,fraction 13,fraction 14,fraction 15,fraction 16,fraction 17,fraction 18,fraction 19,fraction 20,fraction 21,fraction 22,fraction 23
801,0.143722632,0.268511419,0.69457817,0.297623728,0.291140383,0.798688115,0.72867687,0.076094121,0.780461115,0.936556281,0.494695871,0.394587898,0.317712771,0.274499468,0.829284051,0.700893576,0.204924706,0.435425571,0.567087867,0.378204068,0.652067305,0.564007818,0.966320695,0.18271327,0.226117103,0.17027521,0.865138085
802,0.297803754,0.413102604,0.32880848,0.352482903,0.410591707,0.441010912,0.94567197,0.515820969,0.624422421,0.911315132,0.498240087,0.823238963,0.492194239,0.0635621,0.068333976,0.145116689,0.515860538,0.980638248,0.701608355,0.822378905,0.093190506,0.129713053,0.999856602,0.005201476,0.653947342,0.365850786,0.258412354
803,0.422234891,0.874782875,0.336450983,0.37303814,0.016879398,0.466191732,0.282856438,0.478414514,0.618529274,0.291141546,0.419697162,0.26061848,0.131273035,0.761125856,0.738853323,0.16126486,0.356917236,0.789510359,0.060505901,0.197167463,0.842768685,0.024002814,0.163154931,0.349465465,0.825562133,0.368420629,0.958564472
804,0.183866705,0.534627197,0.39894838,0.46696836,0.434204556,0.510847091,0.202467927,0.107215951,0.222475106,0.20400685,0.178961099,0.40873512,0.085270554,0.860752087,0.588660858,0.205583234,0.423749231,0.129744909,0.110617715,0.4142524,0.691345387,0.010581177,0.231322257,0.083737889,0.732683174,0.50249037,0.251120275
805,0.037178863,0.705614427,0.553320288,0.350026424,0.219600357,0.611652237,0.331744192,0.304240242,0.838526354,0.558585037,0.01230175,0.331491595,0.071939476,0.582503646,0.693105447,0.697424138,0.554765729,0.055609191,0.170218639,0.296026677,0.051657867,0.020809319,0.3561077,0.236130292,0.981265374,0.152507602,0.472336722
806,0.231259737,0.195113294,0.180107856,0.052600849,0.833629544,0.789056517,0.026511835,0.602562488,0.531166983,0.368819889,0.922730371,0.38884181,0.493146269,0.784904771,0.695014072,0.835141928,0.63407602,0.671676011,0.951630033,0.89092409,0.68731596,0.285875771,0.221716351,0.099073463,0.653190159,0.450052339,0.266823826
807,0.322995813,0.93592902,0.202585031,0.533880578,0.68667983,0.736980113,0.589560715,0.627050426,0.187558438,0.684783605,0.531267336,0.492282415,0.065487219,0.217765583,0.36203388,0.89362942,0.221794896,0.624898849,0.007954317,0.201905648,0.15274813,0.043427264,0.537535783,0.068248047,0.234277289,0.456972517,0.908727381
808,0.292846818,0.334313762,0.329225542,0.383180928,0.10660044,0.802785411,0.578025916,0.904072435,0.035752853,0.307293815,0.615839721,0.422801201,0.40999455,0.328557542,0.222802453,0.518612152,0.217504411,0.858081193,0.667952017,0.234200233,0.337357898,0.491300504,0.61220628,0.368187649,0.120931608,0.355477583,0.650688733
809,0.308459783,0.506427798,0.805848569,0.559583043,0.682860486,0.966705929,0.6606241,0.904325162,0.800013261,0.739678098,0.945010632,0.065717074,0.516866831,0.089758321,0.602554094,0.348663807,0.207141874,0.114700258,0.512500855,0.78349795,0.556411372,0.560475685,0.816193423,0.923054921,0.628912478,0.302605851,0.059547685
810,0.061968091,0.210208621,0.157723034,0.657403532,0.67714173,0.546176031,0.194621318,0.882971811,0.272055544,0.467309967,0.695039946,0.742681179,0.811406465,0.905565048,0.520523548,0.525477148,0.403889869,0.866479745,0.84036691,0.421751916,0.198106528,0.078997668,0.498745562,0.438056911,0.273725155,0.362220967,0.325278063
811,0.317254221,0.181327733,0.419808546,0.367180008,0.399628205,0.826432731,0.576364491,0.105832004,0.706229975,0.971768338,0.826427664,0.581063679,0.295755611,0.740278151,0.1965828,0.79719853,0.909902971,0.936322861,0.952180913,0.191042054,0.37741067,0.988824606,0.027901988,0.6898552,0.317108723,0.178831078,0.170840786
812,0.277717518,0.731476633,0.716381038,0.59494773,0.078857828,0.124777881,0.56557029,0.28115364,0.648555539,0.859940557,0.468304308,0.299962539,0.812271903,0.480073057,0.289707464,0.483722248,0.793468738,0.999178889,0.410247271,0.633447372,0.175945105,0.90148076,0.120895381,0.896790502,0.142488315,0.929654833,0.605175854
813,0.153001272,0.393016847,0.130852403,0.275894721,0.775028538,0.585590196,0.729652901,0.667189062,0.310699257,0.744665392,0.107907855,0.686294119,0.556967727,0.170893246,0.028365764,0.854536025,0.233065746,0.066648664,0.146209128,0.351027694,0.454025027,0.157617182,0.42918847,0.914758993,0.298551066,0.52292867,0.83983068
814,0.335369505,0.745867283,0.103235099,0.492980906,0.741060477,0.601344947,0.882687415,0.512540569,0.134423563,0.445116062,0.368931887,0.617028217,0.605519289,0.852338788,0.159270644,0.206795157,0.486585277,0.407483444,0.746773526,0.990640156,0.034332531,0.191504319,0.826846688,0.365963611,0.235411868,0.374666157,0.239037476
815,0.260772318,0.327747276,0.565009898,0.589088176,0.956243473,0.944353091,0.234028666,0.583942992,0.935389732,0.057411128,0.084344334,0.143014285,0.170522315,0.237104625,0.595514457,0.853824325,0.416426213,0.894586589,0.507294365,0.698308829,0.955849019,0.211403643,0.243303849,0.011141071,0.936435997,0.553774055,0.550568166
816,0.409855341,0.635411145,0.156305841,0.561678527,0.087009304,0.928223359,0.83092334,0.572942972,0.061184531,0.47757556,0.580735694,0.137081379,0.191875704,0.103851975,0.484909165,0.747942287,0.927113811,0.901796641,0.037381256,0.546185757,0.963421723,0.971172719,0.699038027,0.645356635,0.306574265,0.590271689,0.911712737
817,0.323511793,0.765620221,0.170751034,0.229671249,0.402557813,0.529312397,0.598692452,0.865168306,0.937874831,0.456415235,0.675101233,0.430060932,0.96100036,0.131962013,0.229135023,0.639254426,0.777763618,0.270471986,0.030969537,0.095998813,0.85969583,0.540239594,0.722630257,0.432904626,0.912202115,0.040893162,0.508754036
818,0.393395654,0.578423547,0.057885428,0.199275763,0.105809296,0.037227154,0.316536176,0.7420639,0.295960184,0.011760177,0.990969541,0.543338688,0.542609557,0.54857945,0.286713322,0.608667355,0.743521561,0.344591284,0.318909384,0.630985312,0.472059,0.571092478,0.600828948,0.334452801,0.49694195,0.954340619,0.781660468
819,0.095927155,0.541202387,0.353229208,0.116956498,0.748483849,0.32573166,0.808590026,0.440535589,0.68850843,0.518403428,0.429693029,0.717510037,0.048926778,0.332973909,0.039772178,0.289739639,0.142303588,0.077875653,0.013797604,0.258319652,0.174655595,0.186869886,0.833927332,0.892229196,0.350679926,0.552536611,0.339012956
820,0.047199095,0.283718167,0.25001816,0.694787226,0.317764132,0.203453009,0.712705681,0.384516529,0.701983946,0.700014596,0.008013627,0.527237308,0.724276941,0.561030587,0.322044325,0.490484738,0.806672589,0.745766672,0.520149074,0.02702354,0.050655763,0.74615231,0.414976781,0.35911731,0.84066951,0.329313362,0.046517969
821,0.155684312,0.313887038,0.434550572,0.430704288,0.582905776,0.733072229,0.937327851,0.714962748,0.111103103,0.643744649,0.525339857,0.977424678,0.815484913,0.239819719,0.852612471,0.262992076,0.340081082,0.302237019,0.54478992,0.047508167,0.982024906,0.440297539,0.971869334,0.257601085,0.434101566,0.445871234,0.861896893
822,0.029455215,0.589575297,0.325520971,0.779741185,0.738047128,0.265348725,0.992116708,0.255498956,0.068823094,0.522037201,0.62435838,0.452868233,0.830526592,0.975560405,0.362764211,0.798682091,0.893985548,0.848686343,0.307722408,0.328890467,0.192599216,0.769273361,0.065115143,0.158804401,0.720774774,0.625849035,0.21113145
823,0.23407828,0.764976337,0.465138749,0.451869985,0.934659023,0.337380473,0.683110089,0.785594317,0.82241217,0.029818329,0.818705414,0.987315103,0.610033419,0.538345591,0.47689729,0.18674092,0.254500308,0.03281482,0.1775853,0.208707847,0.565041644,0.007217426,0.164784213,0.707588484,0.843274291,0.434523401,0.875031121
824,0.121874015,0.215768224,0.519987285,0.106386791,0.099364044,0.448859226,0.770979496,0.801259805,0.704310998,0.601478029,0.724404679,0.842173577,0.318854225,0.108660914,0.203462358,0.858418758,0.559963149,0.314451106,0.342829866,0.021221587,0.948625723,0.408033538,0.312697514,0.735555312,0.974143558,0.208288533,0.371512201
825,0.277257777,0.396234793,0.586640627,0.484002177,0.739271168,0.44935696,0.797311813,0.1021842,0.641747964,0.651892913,0.847740272,0.384355529,0.310742092,0.149247705,0.582288767,0.646922511,0.5648967,0.063421758,0.904538673,0.558069307,0.87566866,0.650964917,0.332215162,0.125319558,0.987554899,0.868436606,0.174360503
